"Popolazione residente per età e sesso al 1° gennaio 2025 (dati provvisori)"
"Codice regione";"Regione";"Età";"Totale maschi";"Totale femmine";"Totale"
"11";"Marche";26;8225;6967;15192
"11";"Marche";27;8041;6944;14985
"11";"Marche";28;7980;6894;14874
"11";"Marche";29;7922;6944;14866
"11";"Marche";30;7755;6845;14600
"11";"Marche";31;7787;7105;14892
"11";"Marche";32;8189;7309;15498
"11";"Marche";33;8053;7336;15389
"11";"Marche";34;8185;7606;15791
"11";"Marche";35;7976;7548;15524
"11";"Marche";36;8114;7892;16006
"11";"Marche";37;8040;7721;15761
"11";"Marche";38;8238;7977;16215
"11";"Marche";39;8279;8300;16579
"11";"Marche";40;8500;8331;16831
"11";"Marche";41;8722;8695;17417
"11";"Marche";42;9073;8944;18017
"11";"Marche";43;9076;9026;18102
"11";"Marche";44;9486;9408;18894
"11";"Marche";45;9728;9877;19605
"11";"Marche";46;10424;10357;20781
"11";"Marche";47;10539;10834;21373
"11";"Marche";48;10966;10986;21952
"11";"Marche";49;11394;11669;23063
"11";"Marche";50;11783;11809;23592
"11";"Marche";51;11500;11716;23216
"11";"Marche";52;11626;11761;23387
"11";"Marche";53;11880;12205;24085
"11";"Marche";54;11578;11725;23303
"11";"Marche";55;11792;12371;24163
"11";"Marche";56;11728;12096;23824
"11";"Marche";57;11646;12168;23814
"11";"Marche";58;11729;12184;23913
"11";"Marche";59;11717;12026;23743
"11";"Marche";60;12013;12479;24492
"11";"Marche";61;11191;11816;23007
"11";"Marche";62;10806;11058;21864
"11";"Marche";63;10764;11264;22028
"11";"Marche";64;10297;10923;21220
"11";"Marche";65;9878;10664;20542
"11";"Marche";66;9551;10277;19828
"11";"Marche";67;9181;10188;19369
"11";"Marche";68;9177;10250;19427
"11";"Marche";69;8716;9802;18518
"11";"Marche";70;8495;9255;17750
"11";"Marche";71;8161;9062;17223
"11";"Marche";72;8122;8873;16995
"11";"Marche";73;8007;8988;16995
"11";"Marche";74;8083;9119;17202
"11";"Marche";75;7686;8809;16495
"11";"Marche";76;7816;9039;16855
"11";"Marche";77;7408;8641;16049
"11";"Marche";78;7070;8637;15707
"11";"Marche";79;5718;6919;12637
"11";"Marche";80;5265;6696;11961
"11";"Marche";81;5407;6888;12295
"11";"Marche";82;4823;6397;11220
"11";"Marche";83;4578;6379;10957
"11";"Marche";84;4901;7018;11919
"11";"Marche";85;4790;6795;11585
"11";"Marche";86;4320;6588;10908
"11";"Marche";87;3636;5435;9071
"11";"Marche";88;2902;4803;7705
"11";"Marche";89;2657;4573;7230
"11";"Marche";90;2111;3868;5979
"11";"Marche";91;1656;3343;4999
"11";"Marche";92;1232;2626;3858
"11";"Marche";93;1003;2349;3352
"11";"Marche";94;700;1892;2592
"11";"Marche";95;500;1320;1820
"11";"Marche";96;355;1003;1358
"11";"Marche";97;238;793;1031
"11";"Marche";98;127;574;701
"11";"Marche";99;85;378;463
"11";"Marche";100;113;569;682
"11";"Marche";999;726773;754479;1481252
"14";"Molise";0;824;768;1592
"14";"Molise";1;876;784;1660
"14";"Molise";2;860;814;1674
"14";"Molise";3;847;834;1681
"14";"Molise";4;950;802;1752
"14";"Molise";5;1001;952;1953
"14";"Molise";6;987;958;1945
"14";"Molise";7;1104;1003;2107
"14";"Molise";8;1056;1030;2086
"14";"Molise";9;1141;1023;2164
"14";"Molise";10;1175;1019;2194
"14";"Molise";11;1151;1079;2230
"14";"Molise";12;1198;1083;2281
"14";"Molise";13;1191;1163;2354
"14";"Molise";14;1312;1185;2497
"14";"Molise";15;1208;1115;2323
"14";"Molise";16;1346;1183;2529
"14";"Molise";17;1333;1236;2569
"14";"Molise";18;1358;1218;2576
"14";"Molise";19;1452;1250;2702
"14";"Molise";20;1535;1205;2740
"14";"Molise";21;1495;1278;2773
"14";"Molise";22;1499;1338;2837
"14";"Molise";23;1510;1331;2841
"14";"Molise";24;1557;1392;2949
"14";"Molise";25;1695;1432;3127
"14";"Molise";26;1736;1388;3124
"14";"Molise";27;1682;1360;3042
"14";"Molise";28;1604;1401;3005
"14";"Molise";29;1615;1432;3047
"14";"Molise";30;1722;1386;3108
"14";"Molise";31;1687;1466;3153
"14";"Molise";32;1740;1575;3315
"14";"Molise";33;1726;1467;3193
"14";"Molise";34;1710;1513;3223
"14";"Molise";35;1655;1506;3161
"14";"Molise";36;1728;1540;3268
"14";"Molise";37;1741;1494;3235
"14";"Molise";38;1698;1497;3195
"14";"Molise";39;1722;1629;3351
"14";"Molise";40;1733;1587;3320
"14";"Molise";41;1749;1605;3354
"14";"Molise";42;1790;1717;3507
"14";"Molise";43;1814;1734;3548
"14";"Molise";44;1777;1736;3513
"14";"Molise";45;1889;1831;3720
"14";"Molise";46;1913;1901;3814
"14";"Molise";47;1946;1927;3873
"14";"Molise";48;2126;1928;4054
"14";"Molise";49;2219;2121;4340
"14";"Molise";50;2268;2202;4470
"14";"Molise";51;2107;2177;4284
"14";"Molise";52;2154;2232;4386
"14";"Molise";53;2163;2205;4368
"14";"Molise";54;2177;2220;4397
"14";"Molise";55;2241;2360;4601
"14";"Molise";56;2268;2362;4630
"14";"Molise";57;2286;2431;4717
"14";"Molise";58;2330;2470;4800
"14";"Molise";59;2387;2395;4782
"14";"Molise";60;2453;2476;4929
"14";"Molise";61;2280;2274;4554
"14";"Molise";62;2166;2272;4438
"14";"Molise";63;2200;2190;4390
"14";"Molise";64;2191;2291;4482
"14";"Molise";65;2047;2239;4286
"14";"Molise";66;1893;2148;4041
"14";"Molise";67;1946;2064;4010
"14";"Molise";68;1979;2021;4000
"14";"Molise";69;1882;2029;3911
"14";"Molise";70;1836;2044;3880
"14";"Molise";71;1713;1838;3551
"14";"Molise";72;1749;1945;3694
"14";"Molise";73;1617;1757;3374
"14";"Molise";74;1668;1857;3525
"14";"Molise";75;1745;1924;3669
"14";"Molise";76;1655;1840;3495
"14";"Molise";77;1502;1746;3248
"14";"Molise";78;1435;1555;2990
"14";"Molise";79;1043;1243;2286
"14";"Molise";80;979;1195;2174
"14";"Molise";81;880;1130;2010
"14";"Molise";82;835;1067;1902
"14";"Molise";83;829;1201;2030
"14";"Molise";84;913;1295;2208
"14";"Molise";85;868;1339;2207
"14";"Molise";86;716;1001;1717
"14";"Molise";87;645;1039;1684
"14";"Molise";88;568;975;1543
"14";"Molise";89;482;837;1319
"14";"Molise";90;414;783;1197
"14";"Molise";91;315;670;985
"14";"Molise";92;220;545;765
"14";"Molise";93;183;460;643
"14";"Molise";94;144;377;521
"14";"Molise";95;110;276;386
"14";"Molise";96;71;202;273
"14";"Molise";97;44;165;209
"14";"Molise";98;33;116;149
"14";"Molise";99;18;64;82
"14";"Molise";100;31;144;175
"14";"Molise";999;143062;144904;287966
"01";"Piemonte";0;12711;12155;24866
"01";"Piemonte";1;13175;12339;25514
"01";"Piemonte";2;13555;12981;26536
"01";"Piemonte";3;14242;13478;27720
"01";"Piemonte";4;14636;13698;28334
"01";"Piemonte";5;14956;14185;29141
"01";"Piemonte";6;15395;14883;30278
"01";"Piemonte";7;16225;15580;31805
"01";"Piemonte";8;17130;16133;33263
"01";"Piemonte";9;17738;16221;33959
"01";"Piemonte";10;18004;17267;35271
"01";"Piemonte";11;18618;17554;36172
"01";"Piemonte";12;19285;18161;37446
"01";"Piemonte";13;19644;18042;37686
"01";"Piemonte";14;19910;18652;38562
"01";"Piemonte";15;20432;19272;39704
"01";"Piemonte";16;20710;19340;40050
"01";"Piemonte";17;20754;19373;40127
"01";"Piemonte";18;20671;19110;39781
"01";"Piemonte";19;20861;19150;40011
"01";"Piemonte";20;21343;19102;40445
"01";"Piemonte";21;21369;19257;40626
"01";"Piemonte";22;20981;19254;40235
"01";"Piemonte";23;21264;19496;40760
"01";"Piemonte";24;22747;20059;42806
"01";"Piemonte";25;22886;19767;42653
"01";"Piemonte";26;23421;20114;43535
"01";"Piemonte";27;23038;20325;43363
"01";"Piemonte";28;23241;20405;43646
"01";"Piemonte";29;23032;20381;43413
"01";"Piemonte";30;22912;20742;43654
"01";"Piemonte";31;23054;21035;44089
"01";"Piemonte";32;23875;21831;45706
"01";"Piemonte";33;23606;21930;45536
"01";"Piemonte";34;24140;22133;46273
"01";"Piemonte";35;23415;22024;45439
"01";"Piemonte";36;24041;22581;46622
"01";"Piemonte";37;22987;22138;45125
"01";"Piemonte";38;23266;22394;45660
"01";"Piemonte";39;23638;23207;46845
"01";"Piemonte";40;23588;23255;46843
"01";"Piemonte";41;24253;23949;48202
"01";"Piemonte";42;25002;24863;49865
"01";"Piemonte";43;25073;24982;50055
"01";"Piemonte";44;25657;25619;51276
"01";"Piemonte";45;26232;26108;52340
"01";"Piemonte";46;27870;28038;55908
"01";"Piemonte";47;29019;29657;58676
"01";"Piemonte";48;30333;30981;61314
"01";"Piemonte";49;32081;32709;64790
"01";"Piemonte";50;33674;33883;67557
"01";"Piemonte";51;33785;33716;67501
"01";"Piemonte";52;34264;34608;68872
"01";"Piemonte";53;34514;35296;69810
"01";"Piemonte";54;34174;34915;69089
"01";"Piemonte";55;35132;36226;71358
"01";"Piemonte";56;34961;35782;70743
"01";"Piemonte";57;34772;35767;70539
"01";"Piemonte";58;35117;35857;70974
"01";"Piemonte";59;34594;35816;70410
"01";"Piemonte";60;34848;36367;71215
"01";"Piemonte";61;32547;33897;66444
"01";"Piemonte";62;30797;32666;63463
"01";"Piemonte";63;30342;32365;62707
"01";"Piemonte";64;29104;31197;60301
"01";"Piemonte";65;28449;30073;58522
"01";"Piemonte";66;27416;29267;56683
"01";"Piemonte";67;27000;29055;56055
"01";"Piemonte";68;26030;28386;54416
"01";"Piemonte";69;25434;27831;53265
"01";"Piemonte";70;24646;27478;52124
"01";"Piemonte";71;23775;26341;50116
"01";"Piemonte";72;23385;26048;49433
"01";"Piemonte";73;22440;25788;48228
"01";"Piemonte";74;23137;26848;49985
"01";"Piemonte";75;22978;26704;49682
"01";"Piemonte";76;23658;28018;51676
"01";"Piemonte";77;22733;26988;49721
"01";"Piemonte";78;21471;26023;47494
"01";"Piemonte";79;15874;19581;35455
"01";"Piemonte";80;16341;20691;37032
"01";"Piemonte";81;15225;20448;35673
"01";"Piemonte";82;14874;20019;34893
"01";"Piemonte";83;14090;19987;34077
"01";"Piemonte";84;14486;20915;35401
"01";"Piemonte";85;13348;20063;33411
"01";"Piemonte";86;12047;18468;30515
"01";"Piemonte";87;9903;15860;25763
"01";"Piemonte";88;8090;13482;21572
"01";"Piemonte";89;6866;12424;19290
"01";"Piemonte";90;5507;10746;16253
"01";"Piemonte";91;4174;8991;13165
"01";"Piemonte";92;3242;7620;10862
"01";"Piemonte";93;2547;6370;8917
"01";"Piemonte";94;1922;5388;7310
"01";"Piemonte";95;1286;3880;5166
"01";"Piemonte";96;817;2804;3621
"01";"Piemonte";97;535;1955;2490
"01";"Piemonte";98;342;1364;1706
"01";"Piemonte";99;206;882;1088
"01";"Piemonte";100;273;1460;1733
"01";"Piemonte";999;2083188;2172514;4255702
"16";"Puglia";0;12497;11849;24346
"16";"Puglia";1;13157;12460;25617
"16";"Puglia";2;13725;12684;26409
"16";"Puglia";3;13771;12872;26643
"16";"Puglia";4;13931;12957;26888
"16";"Puglia";5;14427;13609;28036
"16";"Puglia";6;15301;14049;29350
"16";"Puglia";7;15594;14904;30498
"16";"Puglia";8;16269;15225;31494
"16";"Puglia";9;16278;15486;31764
"16";"Puglia";10;17234;16009;33243
"16";"Puglia";11;17373;16393;33766
"16";"Puglia";12;18151;16947;35098
"16";"Puglia";13;18661;17550;36211
"16";"Puglia";14;19250;18214;37464
"16";"Puglia";15;19455;18278;37733
"16";"Puglia";16;19768;18509;38277
"16";"Puglia";17;20094;18629;38723
"16";"Puglia";18;20235;18996;39231
"16";"Puglia";19;20945;19135;40080
"16";"Puglia";20;21413;20148;41561
"16";"Puglia";21;21239;19985;41224
"16";"Puglia";22;21044;19963;41007
"16";"Puglia";23;21758;20125;41883
"16";"Puglia";24;22138;20536;42674
"16";"Puglia";25;22201;19947;42148
"16";"Puglia";26;21910;19840;41750
"16";"Puglia";27;21482;19516;40998
"16";"Puglia";28;21262;19491;40753
"16";"Puglia";29;20945;19243;40188
"16";"Puglia";30;20936;19421;40357
"16";"Puglia";31;21380;20106;41486
"16";"Puglia";32;22163;20991;43154
"16";"Puglia";33;21863;20866;42729
"16";"Puglia";34;22055;20920;42975
"16";"Puglia";35;21597;21243;42840
"16";"Puglia";36;22521;21825;44346
"16";"Puglia";37;22237;21642;43879
"16";"Puglia";38;22255;21423;43678
"16";"Puglia";39;22008;21890;43898
"16";"Puglia";40;22601;23017;45618
"16";"Puglia";41;23069;23061;46130
"16";"Puglia";42;23573;24176;47749
"16";"Puglia";43;23865;24741;48606
"16";"Puglia";44;24864;25203;50067
"16";"Puglia";45;26081;26470;52551
"16";"Puglia";46;27022;27319;54341
"16";"Puglia";47;28134;28533;56667
"16";"Puglia";48;29030;29677;58707
"16";"Puglia";49;29832;30427;60259
"16";"Puglia";50;30320;31573;61893
"16";"Puglia";51;29349;30576;59925
"16";"Puglia";52;29051;29933;58984
"16";"Puglia";53;29666;30708;60374
"16";"Puglia";54;29277;30433;59710
"16";"Puglia";55;29595;31710;61305
"16";"Puglia";56;29661;31715;61376
"16";"Puglia";57;30316;31910;62226
"16";"Puglia";58;30401;32239;62640
"16";"Puglia";59;30071;32459;62530
"16";"Puglia";60;30494;32744;63238
"16";"Puglia";61;28098;30595;58693
"16";"Puglia";62;27296;29597;56893
"16";"Puglia";63;26880;29311;56191
"16";"Puglia";64;26230;28385;54615
"16";"Puglia";65;25269;27824;53093
"16";"Puglia";66;23510;26554;50064
"16";"Puglia";67;23884;26623;50507
"16";"Puglia";68;23060;25903;48963
"16";"Puglia";69;22692;25566;48258
"16";"Puglia";70;21901;24629;46530
"16";"Puglia";71;20867;23769;44636
"16";"Puglia";72;19770;22677;42447
"16";"Puglia";73;20191;23131;43322
"16";"Puglia";74;20486;23663;44149
"16";"Puglia";75;20057;23303;43360
"16";"Puglia";76;20720;24528;45248
"16";"Puglia";77;18989;22660;41649
"16";"Puglia";78;17978;22248;40226
"16";"Puglia";79;14850;18099;32949
"16";"Puglia";80;12683;16291;28974
"16";"Puglia";81;12218;15823;28041
"16";"Puglia";82;11914;15753;27667
"16";"Puglia";83;10796;14388;25184
"16";"Puglia";84;10936;15065;26001
"16";"Puglia";85;9956;14320;24276
"16";"Puglia";86;8573;12854;21427
"16";"Puglia";87;7203;11436;18639
"16";"Puglia";88;6001;9682;15683
"16";"Puglia";89;5302;8894;14196
"16";"Puglia";90;4323;7677;12000
"16";"Puglia";91;3366;6363;9729
"16";"Puglia";92;2628;5342;7970
"16";"Puglia";93;2048;4354;6402
"16";"Puglia";94;1624;3720;5344
"16";"Puglia";95;1037;2565;3602
"16";"Puglia";96;715;1942;2657
"16";"Puglia";97;475;1441;1916
"16";"Puglia";98;299;938;1237
"16";"Puglia";99;187;618;805
"16";"Puglia";100;298;1030;1328
"16";"Puglia";999;1892105;1982061;3874166
"20";"Sardegna";0;3692;3408;7100
"20";"Sardegna";1;3786;3512;7298
"20";"Sardegna";2;4087;3719;7806
"20";"Sardegna";3;4298;4083;8381
"20";"Sardegna";4;4428;4013;8441
"20";"Sardegna";5;4608;4444;9052
"20";"Sardegna";6;4922;4578;9500
"20";"Sardegna";7;5324;4946;10270
"20";"Sardegna";8;5526;5123;10649
"20";"Sardegna";9;5883;5377;11260
"20";"Sardegna";10;5993;5548;11541
"20";"Sardegna";11;6119;5726;11845
"20";"Sardegna";12;6477;5992;12469
"20";"Sardegna";13;6747;6330;13077
"20";"Sardegna";14;7029;6502;13531
"20";"Sardegna";15;7105;6435;13540
"20";"Sardegna";16;7036;6564;13600
"20";"Sardegna";17;6973;6576;13549
"20";"Sardegna";18;7148;6561;13709
"20";"Sardegna";19;7271;6568;13839
"20";"Sardegna";20;7164;6501;13665
"20";"Sardegna";21;7355;6675;14030
"20";"Sardegna";22;7089;6692;13781
"20";"Sardegna";23;7276;6784;14060
"20";"Sardegna";24;7589;6873;14462
"20";"Sardegna";25;7525;6634;14159
"20";"Sardegna";26;7385;6418;13803
"20";"Sardegna";27;7453;6507;13960
"20";"Sardegna";28;7501;6557;14058
"20";"Sardegna";29;7691;6614;14305
"20";"Sardegna";30;7735;6817;14552
"20";"Sardegna";31;7665;7117;14782
"20";"Sardegna";32;7953;7496;15449
"20";"Sardegna";33;8283;7606;15889
"20";"Sardegna";34;8406;8006;16412
"20";"Sardegna";35;8549;7894;16443
"20";"Sardegna";36;8602;8184;16786
"20";"Sardegna";37;8640;8245;16885
"20";"Sardegna";38;8677;8430;17107
"20";"Sardegna";39;9048;8775;17823
"20";"Sardegna";40;9400;8880;18280
"20";"Sardegna";41;9470;9331;18801
"20";"Sardegna";42;10063;9718;19781
"20";"Sardegna";43;10014;9953;19967
"20";"Sardegna";44;10587;10136;20723
"20";"Sardegna";45;10625;10469;21094
"20";"Sardegna";46;11664;11295;22959
"20";"Sardegna";47;11951;11477;23428
"20";"Sardegna";48;12326;12075;24401
"20";"Sardegna";49;12914;12758;25672
"20";"Sardegna";50;13652;13118;26770
"20";"Sardegna";51;13608;13230;26838
"20";"Sardegna";52;13320;13149;26469
"20";"Sardegna";53;12988;13438;26426
"20";"Sardegna";54;13109;12998;26107
"20";"Sardegna";55;13274;13492;26766
"20";"Sardegna";56;12810;13334;26144
"20";"Sardegna";57;13362;13534;26896
"20";"Sardegna";58;13361;13810;27171
"20";"Sardegna";59;13318;13702;27020
"20";"Sardegna";60;13529;14025;27554
"20";"Sardegna";61;12652;13545;26197
"20";"Sardegna";62;12473;13134;25607
"20";"Sardegna";63;11989;12975;24964
"20";"Sardegna";64;11795;12299;24094
"20";"Sardegna";65;11428;12137;23565
"20";"Sardegna";66;11070;11891;22961
"20";"Sardegna";67;10947;11964;22911
"20";"Sardegna";68;10618;11699;22317
"20";"Sardegna";69;10354;11203;21557
"20";"Sardegna";70;10385;11280;21665
"20";"Sardegna";71;9706;10599;20305
"20";"Sardegna";72;9419;10500;19919
"20";"Sardegna";73;9020;10343;19363
"20";"Sardegna";74;9070;10194;19264
"20";"Sardegna";75;8608;9832;18440
"20";"Sardegna";76;8511;9992;18503
"20";"Sardegna";77;8002;9435;17437
"20";"Sardegna";78;7387;8598;15985
"20";"Sardegna";79;6538;8131;14669
"20";"Sardegna";80;6126;7801;13927
"20";"Sardegna";81;5519;7537;13056
"20";"Sardegna";82;5486;7422;12908
"20";"Sardegna";83;4748;6799;11547
"20";"Sardegna";84;4965;7234;12199
"20";"Sardegna";85;4435;6388;10823
"20";"Sardegna";86;3600;5625;9225
"20";"Sardegna";87;3009;4980;7989
"20";"Sardegna";88;2651;4435;7086
"20";"Sardegna";89;2043;3837;5880
"20";"Sardegna";90;1904;3537;5441
"20";"Sardegna";91;1555;3054;4609
"20";"Sardegna";92;1220;2514;3734
"20";"Sardegna";93;969;1939;2908
"20";"Sardegna";94;735;1698;2433
"20";"Sardegna";95;474;1338;1812
"20";"Sardegna";96;322;1008;1330
"20";"Sardegna";97;219;664;883
"20";"Sardegna";98;141;473;614
"20";"Sardegna";99;88;318;406
"20";"Sardegna";100;136;535;671
"20";"Sardegna";999;767700;793639;1561339
"19";"Sicilia";0;17462;16285;33747
"19";"Sicilia";1;18134;17237;35371
"19";"Sicilia";2;19309;17729;37038
"19";"Sicilia";3;19298;18285;37583
"19";"Sicilia";4;19649;18452;38101
"19";"Sicilia";5;20231;18897;39128
"19";"Sicilia";6;20980;19767;40747
"19";"Sicilia";7;21432;20127;41559
"19";"Sicilia";8;21327;20344;41671
"19";"Sicilia";9;22105;20861;42966
"19";"Sicilia";10;22661;21425;44086
"19";"Sicilia";11;22261;21104;43365
"19";"Sicilia";12;23272;22250;45522
"19";"Sicilia";13;23551;22353;45904
"19";"Sicilia";14;24209;23071;47280
"19";"Sicilia";15;24909;23387;48296
"19";"Sicilia";16;25382;23902;49284
"19";"Sicilia";17;25405;23803;49208
"19";"Sicilia";18;26588;23853;50441
"19";"Sicilia";19;27211;24654;51865
"19";"Sicilia";20;27873;25144;53017
"19";"Sicilia";21;26691;24625;51316
"19";"Sicilia";22;26360;24699;51059
"19";"Sicilia";23;26776;24676;51452
"19";"Sicilia";24;27436;24755;52191
"19";"Sicilia";25;27229;25059;52288
"19";"Sicilia";26;26765;24568;51333
"19";"Sicilia";27;26517;24361;50878
"19";"Sicilia";28;26216;24653;50869
"19";"Sicilia";29;26070;24700;50770
"19";"Sicilia";30;26512;25111;51623
"19";"Sicilia";31;27079;25964;53043
"19";"Sicilia";32;28132;27138;55270
"19";"Sicilia";33;27808;26950;54758
"19";"Sicilia";34;28217;27501;55718
"19";"Sicilia";35;28199;27746;55945
"19";"Sicilia";36;28841;27953;56794
"19";"Sicilia";37;28074;27638;55712
"19";"Sicilia";38;28412;27719;56131
"19";"Sicilia";39;28462;28407;56869
"19";"Sicilia";40;29089;29143;58232
"19";"Sicilia";41;28842;28765;57607
"19";"Sicilia";42;29884;29873;59757
"19";"Sicilia";43;29877;30160;60037
"19";"Sicilia";44;30928;31263;62191
"19";"Sicilia";45;31143;31791;62934
"19";"Sicilia";46;32120;32732;64852
"19";"Sicilia";47;32368;33294;65662
"19";"Sicilia";48;33973;34910;68883
"19";"Sicilia";49;34888;35734;70622
"19";"Sicilia";50;35845;37209;73054
"19";"Sicilia";51;35120;36553;71673
"19";"Sicilia";52;35370;36820;72190
"19";"Sicilia";53;35705;37927;73632
"19";"Sicilia";54;35059;37677;72736
"19";"Sicilia";55;36455;38481;74936
"19";"Sicilia";56;35883;38082;73965
"19";"Sicilia";57;36174;38379;74553
"19";"Sicilia";58;35690;38217;73907
"19";"Sicilia";59;35157;38013;73170
"19";"Sicilia";60;36264;38764;75028
"19";"Sicilia";61;34082;36782;70864
"19";"Sicilia";62;33624;36762;70386
"19";"Sicilia";63;32507;35805;68312
"19";"Sicilia";64;32352;35928;68280
"19";"Sicilia";65;30729;33823;64552
"19";"Sicilia";66;29449;32719;62168
"19";"Sicilia";67;29133;32649;61782
"19";"Sicilia";68;28275;31743;60018
"19";"Sicilia";69;28140;31162;59302
"19";"Sicilia";70;27305;31242;58547
"19";"Sicilia";71;25021;28395;53416
"19";"Sicilia";72;24235;28071;52306
"19";"Sicilia";73;23830;27211;51041
"19";"Sicilia";74;23888;27992;51880
"19";"Sicilia";75;23528;27957;51485
"19";"Sicilia";76;23756;28311;52067
"19";"Sicilia";77;22807;27590;50397
"19";"Sicilia";78;20042;24863;44905
"19";"Sicilia";79;16461;20533;36994
"19";"Sicilia";80;14939;19342;34281
"19";"Sicilia";81;13474;17872;31346
"19";"Sicilia";82;12675;17222;29897
"19";"Sicilia";83;11929;16733;28662
"19";"Sicilia";84;12570;18240;30810
"19";"Sicilia";85;11256;16502;27758
"19";"Sicilia";86;9681;14912;24593
"19";"Sicilia";87;7802;12472;20274
"19";"Sicilia";88;6823;11014;17837
"19";"Sicilia";89;5719;10028;15747
"19";"Sicilia";90;4990;8849;13839
"19";"Sicilia";91;3980;7458;11438
"19";"Sicilia";92;2922;5841;8763
"19";"Sicilia";93;2187;4899;7086
"19";"Sicilia";94;1754;4176;5930
"19";"Sicilia";95;1092;2773;3865
"19";"Sicilia";96;732;2123;2855
"19";"Sicilia";97;509;1440;1949
"19";"Sicilia";98;312;1079;1391
"19";"Sicilia";99;185;741;926
"19";"Sicilia";100;347;1256;1603
"19";"Sicilia";999;2333921;2445450;4779371
"09";"Toscana";0;10779;10158;20937
"09";"Toscana";1;10896;10288;21184
"09";"Toscana";2;11425;10740;22165
"09";"Toscana";3;11970;11368;23338
"09";"Toscana";4;12120;11199;23319
"09";"Toscana";5;12421;11951;24372
"09";"Toscana";6;13183;12709;25892
"09";"Toscana";7;14021;13140;27161
"09";"Toscana";8;14399;13638;28037
"09";"Toscana";9;14864;13732;28596
"09";"Toscana";10;15477;14661;30138
"09";"Toscana";11;15694;14743;30437
"09";"Toscana";12;16561;15762;32323
"09";"Toscana";13;16829;15859;32688
"09";"Toscana";14;17428;16286;33714
"09";"Toscana";15;17568;16398;33966
"09";"Toscana";16;18407;16742;35149
"09";"Toscana";17;18211;16646;34857
"09";"Toscana";18;18135;16788;34923
"09";"Toscana";19;18478;16662;35140
"09";"Toscana";20;18609;16736;35345
"09";"Toscana";21;18178;16329;34507
"09";"Toscana";22;18313;16528;34841
"09";"Toscana";23;18230;16661;34891
"09";"Toscana";24;18875;16712;35587
"09";"Toscana";25;18609;16230;34839
"09";"Toscana";26;19201;16606;35807
"09";"Toscana";27;18912;16739;35651
"09";"Toscana";28;18795;16784;35579
"09";"Toscana";29;18488;16901;35389
"09";"Toscana";30;18589;17157;35746
"09";"Toscana";31;18918;17336;36254
"09";"Toscana";32;19543;18505;38048
"09";"Toscana";33;19375;18380;37755
"09";"Toscana";34;20391;18983;39374
"09";"Toscana";35;19710;19148;38858
"09";"Toscana";36;20423;19885;40308
"09";"Toscana";37;19895;19432;39327
"09";"Toscana";38;19422;19773;39195
"09";"Toscana";39;20441;20554;40995
"09";"Toscana";40;20809;20877;41686
"09";"Toscana";41;21202;21419;42621
"09";"Toscana";42;22177;22064;44241
"09";"Toscana";43;22199;22310;44509
"09";"Toscana";44;22858;22851;45709
"09";"Toscana";45;23576;24052;47628
"09";"Toscana";46;25038;25563;50601
"09";"Toscana";47;25938;26563;52501
"09";"Toscana";48;26839;27916;54755
"09";"Toscana";49;28249;29198;57447
"09";"Toscana";50;29446;30567;60013
"09";"Toscana";51;29572;30832;60404
"09";"Toscana";52;30029;30806;60835
"09";"Toscana";53;29923;31210;61133
"09";"Toscana";54;29783;30169;59952
"09";"Toscana";55;30219;31166;61385
"09";"Toscana";56;29401;30889;60290
"09";"Toscana";57;29413;31051;60464
"09";"Toscana";58;29894;31167;61061
"09";"Toscana";59;29805;31158;60963
"09";"Toscana";60;29825;31413;61238
"09";"Toscana";61;27717;29392;57109
"09";"Toscana";62;26517;28192;54709
"09";"Toscana";63;25687;27715;53402
"09";"Toscana";64;24943;26727;51670
"09";"Toscana";65;24250;25853;50103
"09";"Toscana";66;22824;25280;48104
"09";"Toscana";67;22236;24557;46793
"09";"Toscana";68;21637;24107;45744
"09";"Toscana";69;21019;23645;44664
"09";"Toscana";70;20513;23426;43939
"09";"Toscana";71;19509;21890;41399
"09";"Toscana";72;18970;21609;40579
"09";"Toscana";73;18869;21323;40192
"09";"Toscana";74;19117;21834;40951
"09";"Toscana";75;19523;22913;42436
"09";"Toscana";76;20399;24036;44435
"09";"Toscana";77;19794;23973;43767
"09";"Toscana";78;19519;23642;43161
"09";"Toscana";79;14599;18235;32834
"09";"Toscana";80;14066;17836;31902
"09";"Toscana";81;13506;17570;31076
"09";"Toscana";82;12251;16462;28713
"09";"Toscana";83;12015;16794;28809
"09";"Toscana";84;12582;18174;30756
"09";"Toscana";85;11469;16644;28113
"09";"Toscana";86;10727;15900;26627
"09";"Toscana";87;8596;13745;22341
"09";"Toscana";88;7026;11537;18563
"09";"Toscana";89;6383;10829;17212
"09";"Toscana";90;4953;9015;13968
"09";"Toscana";91;4058;7681;11739
"09";"Toscana";92;3034;6449;9483
"09";"Toscana";93;2455;5463;7918
"09";"Toscana";94;1791;4586;6377
"09";"Toscana";95;1260;3400;4660
"09";"Toscana";96;891;2654;3545
"09";"Toscana";97;581;1834;2415
"09";"Toscana";98;366;1324;1690
"09";"Toscana";99;195;875;1070
"09";"Toscana";100;305;1493;1798
"09";"Toscana";999;1784130;1876704;3660834
"04";"Trentino-Alto Adige/Südtirol";0;4370;3943;8313
"04";"Trentino-Alto Adige/Südtirol";1;4430;4084;8514
"04";"Trentino-Alto Adige/Südtirol";2;4683;4366;9049
"04";"Trentino-Alto Adige/Südtirol";3;4879;4623;9502
